Id,Longitude,Latitude,UF,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,ano,nome_municipio
5200159,-50.163147,-16.415002,GO,8.0,8.0,16,318.656238,318.656238,637.312476,4,0.36719,0.380642,4.629617,10,1991,Adelândia
5200175,-47.782212,-14.985535,GO,19.5,19.5,39,381.737217,381.737217,763.474434,3,0.428681,0.447439,221.430589,10,1991,Água Fria de Goiás
5200209,-48.761241,-18.071406,GO,11.5,11.5,23,210.310355,210.310355,420.62071,3,0.478525,0.486748,15.378303,10,1991,Água Limpa
5200308,-48.509636,-16.086168,GO,33.0,33.0,66,2047.592305,2047.592305,4095.18461,3,0.473729,0.486414,288.456825,10,1991,Alexânia
5200506,-49.482321,-17.724909,GO,9.0,9.0,18,293.479661,293.479661,586.959322,3,0.475384,0.484076,116.662789,10,1991,Aloândia
5200605,-47.519093,-14.136245,GO,23.5,23.5,47,681.621551,681.621551,1363.243102,3,0.449765,0.466258,208.817374,10,1991,Alto Paraíso de Goiás
5200803,-46.515638,-14.482839,GO,41.5,41.5,83,1476.1559975,1476.1559975,2952.311995,3,0.486721,0.497068,854.965024,10,1991,Alvorada do Norte
5200852,-49.983642,-16.2551,GO,18.0,18.0,36,1075.8754525,1075.8754525,2151.750905,3,0.479752,0.488604,304.402327,10,1991,Americano do Brasil
5200902,-51.097167,-16.617912,GO,25.5,25.5,51,566.922978,566.922978,1133.845956,3,0.480934,0.490572,463.826462,10,1991,Amorinópolis
5201108,-48.957218,-16.328826,GO,241.5,241.5,483,24402.2207425,24402.2207425,48804.441485,3,0.527863,0.553452,28951.305543,10,1991,Anápolis
5201207,-48.217404,-18.334366,GO,4.0,4.0,8,110.1238105,110.1238105,220.247621,3,0.374479,0.388864,0.583936,10,1991,Anhanguera
5201306,-49.959068,-16.460741,GO,39.5,39.5,79,2459.605623,2459.605623,4919.211246,3,0.4339,0.455085,471.211182,10,1991,Anicuns
5201405,-49.243326,-16.822147,GO,209.0,209.0,418,38141.318603,38141.318603,76282.637206,3,0.522762,0.545546,19498.895254,10,1991,Aparecida de Goiânia
5201504,-51.928073,-18.958877,GO,44.0,44.0,88,1135.526415,1135.526415,2271.05283,3,0.487143,0.497736,884.883702,8,1991,Aporé
5201603,-49.681682,-16.354335,GO,11.5,11.5,23,487.73821,487.73821,975.47642,3,0.402186,0.420638,52.305419,10,1991,Araçu
5201702,-52.246855,-15.897768,GO,46.0,46.0,92,2392.957297,2392.957297,4785.914594,3,0.501676,0.507944,1025.738819,10,1991,Aragarças
5201801,-49.450903,-16.91564,GO,30.5,30.5,61,1026.2737895,1026.2737895,2052.547579,3,0.489694,0.497513,408.891517,10,1991,Aragoiânia
5202155,-50.634742,-15.08853,GO,28.5,28.5,57,1308.801967,1308.801967,2617.603934,3,0.418375,0.439198,167.608172,10,1991,Araguapaz
5202353,-51.560029,-16.387546,GO,19.5,19.5,39,468.2234865,468.2234865,936.446973,3,0.387236,0.405828,110.798041,10,1991,Arenópolis
5202502,-51.080885,-14.903332,GO,29.0,29.0,58,1021.0049595,1021.0049595,2042.009919,3,0.4853,0.494209,350.948377,10,1991,Aruanã
5202601,-50.464766,-16.676725,GO,23.0,23.0,46,603.8025835,603.8025835,1207.605167,3,0.483784,0.492242,275.851877,10,1991,Aurilândia
5202809,-49.754226,-16.461939,GO,12.0,12.0,24,389.429578,389.429578,778.859156,3,0.406519,0.42513,28.111538,10,1991,Avelinópolis
5203104,-52.542745,-16.201637,GO,18.5,18.5,37,622.313415,622.313415,1244.62683,3,0.420412,0.439644,59.309568,10,1991,Baliza
5203203,-48.915707,-14.973709,GO,21.0,21.0,42,1291.1828245,1291.1828245,2582.365649,3,0.480009,0.489235,141.35398,10,1991,Barro Alto
5203302,-48.952412,-16.973121,GO,26.0,26.0,52,1388.223167,1388.223167,2776.446334,3,0.4829,0.492056,246.164272,10,1991,Bela Vista de Goiás
5203401,-52.175368,-16.200685,GO,34.5,34.5,69,1582.371482,1582.371482,3164.742964,3,0.434993,0.455308,276.455211,10,1991,Bom Jardim de Goiás
5203500,-49.739411,-18.214767,GO,39.0,39.0,78,1733.038656,1733.038656,3466.077312,3,0.469616,0.484224,373.832271,10,1991,Bom Jesus de Goiás
5203559,-48.97058,-16.617528,GO,15.0,15.0,30,510.95323,510.95323,1021.90646,3,0.404104,0.423125,26.65956,10,1991,Bonfinópolis
5203609,-49.388667,-16.425715,GO,11.0,11.0,22,289.941565,289.941565,579.88313,3,0.403342,0.421752,25.902871,10,1991,Brazabrantes
5203807,-51.167285,-15.238586,GO,31.0,31.0,62,840.211634,840.211634,1680.423268,3,0.486774,0.495546,664.554301,10,1991,Britânia
5203906,-49.040065,-18.133055,GO,32.0,32.0,64,1140.759977,1140.759977,2281.519954,3,0.487196,0.495991,459.056201,10,1991,Buriti Alegre
5204003,-46.929476,-15.801156,GO,22.5,22.5,45,1039.726003,1039.726003,2079.452006,3,0.451211,0.467298,279.764541,10,1991,Cabeceiras
5204102,-50.944708,-18.751004,GO,33.5,33.5,67,1379.4428995,1379.4428995,2758.885799,3,0.483315,0.493467,234.2577,10,1991,Cachoeira Alta
5204201,-50.643148,-16.666733,GO,17.0,17.0,34,300.189764,300.189764,600.379528,3,0.434867,0.452598,86.02453,10,1991,Cachoeira de Goiás
5204250,-49.470918,-18.489036,GO,29.5,29.5,59,896.2317145,896.2317145,1792.463429,3,0.489107,0.496956,411.207916,10,1991,Cachoeira Dourada
5204300,-51.133529,-18.563051,GO,43.5,43.5,87,1617.765595,1617.765595,3235.53119,3,0.491462,0.500668,486.927596,10,1991,Caçu
5204409,-51.80948,-16.953458,GO,35.5,35.5,71,1786.7346165,1786.7346165,3573.469233,3,0.484881,0.494878,436.364301,10,1991,Caiapônia
5204508,-48.621197,-17.743539,GO,72.5,72.5,145,3865.8950085,3865.8950085,7731.790017,3,0.501956,0.512064,1762.858959,10,1991,Caldas Novas
5204607,-49.695534,-16.762309,GO,6.5,6.5,13,228.1601505,228.1601505,456.320301,3,0.47473,0.483222,26.786561,10,1991,Campestre de Goiás
5204656,-48.569834,-13.786349,GO,16.0,16.0,32,738.9607805,738.9607805,1477.921561,3,0.479598,0.488196,107.547558,10,1991,Campinaçu
5204706,-49.156347,-14.310598,GO,28.5,28.5,57,1228.2301575,1228.2301575,2456.460315,3,0.431523,0.451336,159.245087,10,1991,Campinorte
5204805,-47.778225,-17.640555,GO,23.0,23.0,46,734.7757515,734.7757515,1469.551503,3,0.488415,0.495509,395.15535,10,1991,Campo Alegre de Goiás
5204904,-46.770783,-13.036724,GO,27.0,27.0,54,1793.374529,1793.374529,3586.749058,3,0.482381,0.491834,346.045577,10,1991,Campos Belos
5204953,-49.663265,-14.273267,GO,70.0,70.0,140,2960.822903,2960.822903,5921.645806,3,0.496791,0.508241,2635.645307,10,1991,Campos Verdes
5205000,-49.702865,-15.357714,GO,27.0,27.0,54,1445.216585,1445.216585,2890.43317,3,0.479496,0.489755,263.257918,10,1991,Carmo do Rio Verde
5205109,-47.947703,-18.169573,GO,63.5,63.5,127,4441.402292,4441.402292,8882.804584,3,0.494875,0.505976,1996.77043,10,1991,Catalão
5205208,-49.502853,-16.446762,GO,18.5,18.5,37,749.555396,749.555396,1499.110792,3,0.423345,0.44239,148.515636,10,1991,Caturaí
5205307,-47.463436,-13.799279,GO,20.0,20.0,40,706.7164855,706.7164855,1413.432971,3,0.480111,0.489161,212.626938,10,1991,Cavalcante
5205406,-49.603346,-15.307028,GO,54.5,54.5,109,3683.528949,3683.528949,7367.057898,3,0.494602,0.504454,1163.984194,10,1991,Ceres
5205455,-49.773169,-16.967792,GO,28.5,28.5,57,865.542017,865.542017,1731.084034,3,0.486299,0.49484,528.832063,10,1991,Cezarina
5205521,-48.076843,-14.150185,GO,34.5,34.5,69,1015.0245005,1015.0245005,2030.049001,3,0.488309,0.497142,455.393609,10,1991,Colinas do Sul
5205703,-50.555819,-16.295358,GO,19.0,19.0,38,467.597626,467.597626,935.195252,3,0.430861,0.449332,140.593688,10,1991,Córrego do Ouro
5205802,-48.810345,-15.927905,GO,26.5,26.5,53,2105.57149,2105.57149,4211.14298,3,0.486879,0.494952,356.875073,10,1991,Corumbá de Goiás
5205901,-48.556102,-18.136906,GO,24.0,24.0,48,677.9039335,677.9039335,1355.807867,3,0.483524,0.492205,326.483452,10,1991,Corumbaíba
5206206,-47.606818,-16.769434,GO,76.5,76.5,153,3779.2106365,3779.2106365,7558.421273,3,0.504835,0.514551,3346.775205,10,1991,Cristalina
5206305,-48.712298,-17.195589,GO,16.0,16.0,32,341.5958915,341.5958915,683.191783,3,0.478882,0.487676,118.805777,10,1991,Cristianópolis
5206404,-49.967204,-14.53759,GO,66.0,66.0,132,3494.003879,3494.003879,6988.007758,3,0.494004,0.505754,1562.992318,10,1991,Crixás
5206503,-49.380505,-17.281855,GO,17.0,17.0,34,555.6954205,555.6954205,1111.390841,3,0.421675,0.440609,45.413934,10,1991,Cromínia
5206602,-48.156677,-18.261382,GO,9.5,9.5,19,465.9296425,465.9296425,931.859285,3,0.475736,0.48441,74.070858,10,1991,Cumari
5206701,-46.173536,-14.557435,GO,15.0,15.0,30,455.2194165,455.2194165,910.438833,3,0.40859,0.427654,40.861259,10,1991,Damianópolis
5206800,-49.361106,-16.254802,GO,9.5,9.5,19,343.2961055,343.2961055,686.592211,3,0.375701,0.391128,19.341407,10,1991,Damolândia
5206909,-47.559368,-18.158564,GO,6.0,6.0,12,207.8361645,207.8361645,415.672329,4,0.367581,0.380828,3.698916,10,1991,Davinópolis
5207105,-51.258893,-16.231709,GO,12.5,12.5,25,442.7675695,442.7675695,885.535139,3,0.38637,0.403823,32.016633,10,1991,Diorama
5207253,-52.31398,-16.721037,GO,25.5,25.5,51,961.053783,961.053783,1922.107566,3,0.408925,0.429547,108.812292,10,1991,Doverlândia
5207352,-49.664695,-17.422892,GO,20.5,20.5,41,540.50635,540.50635,1081.0127,3,0.412494,0.432331,137.54922,10,1991,Edealina
5207402,-49.934424,-17.33808,GO,37.0,37.0,74,1548.7479745,1548.7479745,3097.495949,3,0.437238,0.457647,388.640583,10,1991,Edéia
5207501,-49.073401,-13.867027,GO,21.5,21.5,43,705.43832,705.43832,1410.87664,3,0.481192,0.490163,107.036848,10,1991,Estrela do Norte
5207535,-50.368704,-15.442869,GO,23.5,23.5,47,843.5780355,843.5780355,1687.156071,3,0.410308,0.430624,157.194168,10,1991,Faina
5207600,-50.787364,-16.177514,GO,25.5,25.5,51,953.2067175,953.2067175,1906.413435,3,0.42527,0.445212,211.228188,10,1991,Fazenda Nova
5207808,-50.303634,-16.576461,GO,37.0,37.0,74,1443.339286,1443.339286,2886.678572,3,0.484358,0.494729,899.071355,10,1991,Firminópolis
5207907,-47.045083,-14.450174,GO,16.0,16.0,32,453.1751235,453.1751235,906.350247,3,0.422469,0.441203,101.475313,10,1991,Flores de Goiás
5208004,-47.335816,-15.540945,GO,102.0,102.0,204,7464.6497095,7464.6497095,14929.299419,3,0.509359,0.521269,6148.774278,10,1991,Formosa
5208103,-48.88809,-13.65578,GO,37.5,37.5,75,1522.619435,1522.619435,3045.23887,3,0.487937,0.497327,669.813624,10,1991,Formoso
5208301,-46.393889,-13.296813,GO,10.0,10.0,20,459.6426445,459.6426445,919.285289,3,0.47619,0.484818,84.171264,10,1991,Divinópolis de Goiás
5208400,-49.017342,-16.500682,GO,41.5,41.5,83,1838.5895135,1838.5895135,3677.179027,3,0.444863,0.464848,639.332908,10,1991,Goianápolis
5208509,-48.088471,-18.132625,GO,17.5,17.5,35,600.194511,600.194511,1200.389022,3,0.477456,0.48686,377.526743,10,1991,Goiandira
5208608,-49.11581,-15.322289,GO,67.0,67.0,134,5283.7090385,5283.7090385,10567.418077,3,0.495312,0.506793,1451.113549,10,1991,Goianésia
5208707,-49.255814,-16.67331,GO,562.5,562.5,1125,113126.751255,113126.751255,226253.50251,3,0.571538,0.625241,197291.909043,10,1991,Goiânia
5208806,-49.428777,-16.503192,GO,56.0,56.0,112,2478.640063,2478.640063,4957.280126,3,0.488787,0.500668,1407.049717,10,1991,Goianira
5208905,-50.141384,-15.935743,GO,53.0,53.0,106,2072.089316,2072.089316,4144.178632,3,0.494221,0.503972,1153.954442,10,1991,Goiás
5209101,-49.366643,-18.010633,GO,58.0,58.0,116,3415.1072555,3415.1072555,6830.214511,3,0.459805,0.479473,1207.683525,10,1991,Goiatuba
5209150,-50.137999,-18.438279,GO,19.5,19.5,39,533.2407375,533.2407375,1066.481475,3,0.480471,0.489347,104.686106,10,1991,Gouvelândia
5209200,-49.536733,-16.831323,GO,42.0,42.0,84,1724.1983345,1724.1983345,3448.396669,3,0.487567,0.497736,802.885568,10,1991,Guapó
5209408,-46.480376,-13.938911,GO,12.5,12.5,25,859.0033795,859.0033795,1718.006759,3,0.418765,0.437194,32.459162,10,1991,Guarani de Goiás
5209457,-49.701188,-14.73374,GO,11.5,11.5,23,307.345914,307.345914,614.691828,3,0.379127,0.395434,13.517897,10,1991,Guarinos
5209606,-49.82934,-15.720216,GO,12.5,12.5,25,589.141555,589.141555,1178.28311,3,0.386702,0.404195,21.490606,10,1991,Heitoraí
5209705,-49.229784,-16.960945,GO,47.0,47.0,94,1548.301389,1548.301389,3096.602778,3,0.484515,0.496325,898.875348,10,1991,Hidrolândia
5209804,-49.459897,-14.727658,GO,18.0,18.0,36,809.433507,809.433507,1618.867014,3,0.410308,0.429807,19.356468,10,1991,Hidrolina
5209903,-46.631968,-14.100818,GO,23.0,23.0,46,1160.0189355,1160.0189355,2320.037871,3,0.442539,0.460134,135.573777,10,1991,Iaciara
5209952,-49.989053,-17.137261,GO,47.0,47.0,94,1817.5430125,1817.5430125,3635.086025,3,0.487196,0.498218,698.290709,10,1991,Indiara
5210000,-49.500225,-16.35996,GO,73.0,73.0,146,4336.5342825,4336.5342825,8673.068565,3,0.496517,0.5085,2832.054848,10,1991,Inhumas
5210109,-48.158668,-17.722177,GO,41.5,41.5,83,2086.5479575,2086.5479575,4173.095915,3,0.498335,0.505048,730.693804,10,1991,Ipameri
5210208,-51.119595,-16.440003,GO,64.5,64.5,129,4162.0997125,4162.0997125,8324.199425,3,0.495859,0.506793,1605.566917,10,1991,Iporá
5210307,-50.90344,-16.312801,GO,17.0,17.0,34,418.237213,418.237213,836.474426,3,0.423585,0.44239,84.047243,10,1991,Israelândia
5210406,-49.803479,-16.02113,GO,40.5,40.5,81,2501.7921165,2501.7921165,5003.584233,3,0.486405,0.496696,825.589053,10,1991,Itaberaí
5210562,-49.60976,-15.909094,GO,17.0,17.0,34,761.0073835,761.0073835,1522.014767,3,0.478117,0.487268,189.88222,10,1991,Itaguari
5210604,-49.632051,-15.763794,GO,21.0,21.0,42,1031.6468295,1031.6468295,2063.293659,3,0.421874,0.441388,145.499011,10,1991,Itaguaru
5210802,-51.544684,-19.062235,GO,28.0,28.0,56,840.509061,840.509061,1681.018122,3,0.484567,0.493541,260.71912,8,1991,Itajá
5210901,-49.554156,-14.950403,GO,51.0,51.0,102,2109.314574,2109.314574,4218.629148,3,0.474079,0.489347,749.246851,10,1991,Itapaci
5211008,-50.609163,-15.818862,GO,36.0,36.0,72,1298.0378735,1298.0378735,2596.075747,3,0.482484,0.493244,474.339214,10,1991,Itapirapuã
5211206,-49.944493,-15.562331,GO,51.0,51.0,102,3524.8411575,3524.8411575,7049.682315,3,0.486036,0.497996,1102.515903,10,1991,Itapuranga
5211305,-51.34889,-18.76166,GO,27.5,27.5,55,797.2041095,797.2041095,1594.408219,3,0.48462,0.493504,195.387164,10,1991,Itarumã
5211404,-49.601134,-16.203347,GO,24.5,24.5,49,1324.724657,1324.724657,2649.449314,3,0.480265,0.489941,436.584386,10,1991,Itauçu
5211503,-49.22087,-18.417682,GO,124.0,124.0,248,8268.3494475,8268.3494475,16536.698895,3,0.51075,0.525427,8592.304717,10,1991,Itumbiara
5211602,-50.794701,-16.603403,GO,15.0,15.0,30,452.33551,452.33551,904.67102,3,0.475989,0.485412,170.968591,10,1991,Ivolândia
5211701,-50.148008,-17.049421,GO,28.5,28.5,57,880.12517,880.12517,1760.25034,3,0.47965,0.490089,440.290745,10,1991,Jandaia
5211800,-49.330144,-15.753114,GO,46.0,46.0,92,3583.59854,3583.59854,7167.19708,3,0.455653,0.474388,709.563449,10,1991,Jaraguá
5211909,-51.720818,-17.886232,GO,105.0,105.0,210,6346.8515465,6346.8515465,12693.703093,3,0.508264,0.52101,5287.867207,10,1991,Jataí
5212006,-50.951719,-16.178036,GO,19.0,19.0,38,538.083779,538.083779,1076.167558,3,0.422469,0.441648,125.338876,10,1991,Jaupaci
5212105,-49.62994,-17.807109,GO,18.0,18.0,36,877.8025485,877.8025485,1755.605097,3,0.422548,0.441574,79.244984,10,1991,Joviânia
5212204,-50.866127,-15.866349,GO,62.0,62.0,124,3123.448439,3123.448439,6246.896878,3,0.494875,0.505754,1687.27246,10,1991,Jussara
5212303,-48.746452,-16.618965,GO,13.0,13.0,26,534.8266495,534.8266495,1069.653299,3,0.408256,0.427023,39.06835,10,1991,Leopoldo de Bulhões
5212501,-47.95572,-16.258541,GO,249.5,249.5,499,30572.9098025,30572.9098025,61145.819605,3,0.526686,0.553935,26412.795139,10,1991,Luziânia
5212600,-49.50088,-17.297395,GO,9.5,9.5,19,322.3094445,322.3094445,644.618889,3,0.404468,0.42268,3.647921,10,1991,Mairipotaba
5212709,-46.113947,-14.487534,GO,12.0,12.0,24,464.278038,464.278038,928.556076,3,0.426441,0.444284,92.493835,10,1991,Mambaí
5212808,-49.179823,-14.008569,GO,50.5,50.5,101,2458.053025,2458.053025,4916.10605,3,0.495202,0.504269,623.511763,10,1991,Mara Rosa
5212907,-48.637174,-17.98161,GO,11.0,11.0,22,245.1631755,245.1631755,490.326351,3,0.473229,0.482777,27.176364,10,1991,Marzagão
5212956,-50.746474,-15.437188,GO,19.5,19.5,39,656.4220585,656.4220585,1312.844117,3,0.414092,0.433742,41.398487,10,1991,Matrinchã
5213004,-50.338911,-17.972083,GO,31.5,31.5,63,1319.346462,1319.346462,2638.692924,3,0.467027,0.481143,395.056337,10,1991,Maurilândia
5213053,-48.163273,-15.059293,GO,6.0,6.0,12,123.0228595,123.0228595,246.045719,3,0.394032,0.411247,1.047229,10,1991,Mimoso de Goiás
5213087,-48.223908,-13.535094,GO,89.5,89.5,179,5384.572686,5384.572686,10769.145372,3,0.498169,0.512064,2380.219996,10,1991,Minaçu
5213103,-52.554667,-17.566168,GO,60.5,60.5,121,2997.806336,2997.806336,5995.612672,3,0.502237,0.510468,1642.095585,10,1991,Mineiros
5213400,-50.736098,-16.5469,GO,15.0,15.0,30,371.50288,371.50288,743.00576,3,0.473979,0.483927,125.795319,10,1991,Moiporá
5213509,-46.885799,-13.257326,GO,22.5,22.5,45,836.362183,836.362183,1672.724366,3,0.423745,0.443356,122.758751,10,1991,Monte Alegre de Goiás
5213707,-51.400499,-16.00476,GO,43.5,43.5,87,1327.671494,1327.671494,2655.342988,3,0.484829,0.496028,912.268873,10,1991,Montes Claros de Goiás
5213756,-51.175145,-17.444462,GO,37.5,37.5,75,981.0791025,981.0791025,1962.158205,3,0.468245,0.482962,716.140045,10,1991,Montividiu
5213806,-49.110177,-17.735271,GO,63.5,63.5,127,3142.5699705,3142.5699705,6285.139941,3,0.498169,0.508203,1855.591153,10,1991,Morrinhos
5213855,-50.057447,-15.312198,GO,11.0,11.0,22,232.925985,232.925985,465.85197,3,0.405015,0.42346,15.15803,10,1991,Morro Agudo de Goiás
5213905,-50.21805,-16.119654,GO,32.5,32.5,65,1475.96869,1475.96869,2951.93738,3,0.487355,0.496177,586.310419,10,1991,Mossâmedes
5214002,-50.570214,-14.747589,GO,41.5,41.5,83,1707.125294,1707.125294,3414.250588,3,0.433775,0.455271,444.097961,10,1991,Mozarlândia
5214051,-50.285688,-13.765577,GO,27.5,27.5,55,834.0504415,834.0504415,1668.100883,3,0.452667,0.469228,216.211425,10,1991,Mundo Novo
5214101,-49.274445,-13.723611,GO,24.0,24.0,48,720.829763,720.829763,1441.659526,3,0.425149,0.444878,78.950908,10,1991,Mutunópolis
5214408,-49.881988,-16.580528,GO,22.5,22.5,45,925.4655915,925.4655915,1850.931183,3,0.426401,0.445805,155.208132,10,1991,Nazário
5214507,-49.224463,-16.404044,GO,29.0,29.0,58,1698.64853,1698.64853,3397.29706,3,0.48368,0.493059,401.793301,10,1991,Nerópolis
5214606,-48.458585,-14.46911,GO,83.5,83.5,167,5543.005967,5543.005967,11086.011934,3,0.498114,0.511136,2604.805048,10,1991,Niquelândia
5214705,-49.899315,-15.018386,GO,11.0,11.0,22,332.277814,332.277814,664.555628,3,0.411927,0.430364,21.73072,10,1991,Nova América
5214804,-48.260458,-18.065102,GO,6.0,6.0,12,146.994144,146.994144,293.988288,3,0.404577,0.422272,1.088272,10,1991,Nova Aurora
5214838,-50.342,0.0,GO,41.5,41.5,83,1355.664851,1355.664851,2711.329702,3,0.488894,0.498589,646.598432,10,1991,Nova Crixás
5214861,-49.578785,-15.149277,GO,28.5,28.5,57,971.691544,971.691544,1943.383088,3,0.480009,0.490349,391.467215,10,1991,Nova Glória
5214903,-46.890326,-13.742906,GO,21.0,21.0,42,660.05705,660.05705,1320.1141,3,0.480265,0.489421,294.094823,10,1991,Nova Roma
5215009,-49.310898,-16.365233,GO,15.5,15.5,31,450.39952,450.39952,900.79904,3,0.406004,0.42513,79.132819,10,1991,Nova Veneza
5215207,-50.716314,-16.032671,GO,22.5,22.5,45,899.1667175,899.1667175,1798.333435,3,0.417985,0.437936,98.83079,10,1991,Novo Brasil
5215256,-49.51205,-13.240952,GO,15.0,15.0,30,608.8178885,608.8178885,1217.635777,3,0.473929,0.48389,45.992592,10,1991,Novo Planalto
5215306,-48.302148,-17.034766,GO,29.0,29.0,58,1513.541569,1513.541569,3027.083138,3,0.486141,0.494803,330.919225,10,1991,Orizona
5215405,-49.203868,-16.210828,GO,12.5,12.5,25,622.194018,622.194018,1244.388036,3,0.411135,0.429807,57.178904,10,1991,Ouro Verde de Goiás
5215504,-47.832604,-18.225569,GO,8.0,8.0,16,257.6842765,257.6842765,515.368553,3,0.420373,0.438048,51.74972,10,1991,Ouvidor
5215603,-48.285966,-15.164355,GO,32.5,32.5,65,2319.865189,2319.865189,4639.730378,3,0.484724,0.494321,412.658926,10,1991,Padre Bernardo
5215652,-51.530032,-16.741432,GO,12.5,12.5,25,331.218224,331.218224,662.436448,3,0.390707,0.408612,42.697048,10,1991,Palestina de Goiás
5215702,-49.922787,-16.806988,GO,50.0,50.0,100,2242.7432495,2242.7432495,4485.486499,3,0.462124,0.480104,778.086823,10,1991,Palmeiras de Goiás
5215801,-48.423096,-17.323017,GO,13.0,13.0,26,296.26754,296.26754,592.53508,3,0.441712,0.457944,49.103674,10,1991,Palmelo
5215900,-50.165494,-16.799135,GO,16.5,16.5,33,421.087475,421.087475,842.17495,3,0.475183,0.485041,111.86282,10,1991,Palminópolis
5216007,-49.353482,-18.182455,GO,6.0,6.0,12,178.615706,178.615706,357.231412,4,0.356689,0.367056,3.823418,10,1991,Panamá
5216304,-50.652204,-18.90516,GO,29.0,29.0,58,723.2578135,723.2578135,1446.515627,3,0.489107,0.496882,296.27411,10,1991,Paranaiguara
5216403,-50.457641,-16.946697,GO,37.5,37.5,75,1493.1631125,1493.1631125,2986.326225,3,0.452393,0.47049,531.737567,10,1991,Paraúna
5216809,-49.338798,-16.097418,GO,17.0,17.0,34,1106.5207825,1106.5207825,2213.041565,3,0.42766,0.44614,80.611242,10,1991,Petrolina de Goiás
5216908,-49.575114,-14.76609,GO,19.0,19.0,38,1042.3903865,1042.3903865,2084.780773,3,0.45171,0.467186,156.847715,10,1991,Pilar de Goiás
5217104,-49.02456,-17.30181,GO,43.5,43.5,87,2381.1488935,2381.1488935,4762.297787,3,0.490442,0.499963,685.775855,10,1991,Piracanjuba
5217203,-51.821801,-16.420706,GO,41.5,41.5,83,1757.262557,1757.262557,3514.525114,3,0.487514,0.497624,567.873637,10,1991,Piranhas
5217302,-48.962527,-15.853342,GO,30.5,30.5,61,2175.082523,2175.082523,4350.165046,3,0.491731,0.498924,577.401225,10,1991,Pirenópolis
5217401,-48.280293,-17.300581,GO,48.5,48.5,97,2960.3334605,2960.3334605,5920.666921,3,0.492325,0.502004,1209.083035,10,1991,Pires do Rio
5217609,-47.614847,-15.45311,GO,89.0,89.0,178,7349.833951,7349.833951,14699.667902,3,0.500837,0.513771,3279.893551,10,1991,Planaltina
5217708,-49.448181,-17.514984,GO,35.5,35.5,71,1902.1270865,1902.1270865,3804.254173,3,0.4829,0.493467,465.233458,10,1991,Pontalina
5218003,-49.146226,-13.442186,GO,99.0,99.0,198,5629.0297205,5629.0297205,11258.059441,3,0.504778,0.517854,3434.708581,10,1991,Porangatu
5218102,-52.680684,-17.352924,GO,16.5,16.5,33,332.245553,332.245553,664.491106,3,0.42523,0.443838,123.352734,10,1991,Portelândia
5218300,-46.36201,-14.087734,GO,41.0,41.0,82,2783.6276585,2783.6276585,5567.255317,3,0.493732,0.501707,1077.242791,10,1991,Posse
5218508,-50.452263,-18.451507,GO,68.5,68.5,137,3353.594803,3353.594803,6707.189606,3,0.496791,0.508018,1691.904071,10,1991,Quirinópolis
5218607,-49.58437,-15.315404,GO,34.5,34.5,69,1302.9577325,1302.9577325,2605.915465,3,0.491624,0.499443,519.048367,10,1991,Rialma
5218706,-49.510117,-15.442467,GO,23.0,23.0,46,613.6599255,613.6599255,1227.319851,3,0.416976,0.437045,79.098648,10,1991,Rianápolis
5218789,-48.772668,-17.767746,GO,6.5,6.5,13,141.919294,141.919294,283.838588,3,0.47149,0.480809,3.598219,10,1991,Rio Quente
5218805,-50.929681,-17.794543,GO,153.0,153.0,306,8865.205029,8865.205029,17730.410058,3,0.514554,0.532146,12661.906243,10,1991,Rio Verde
5218904,-49.80341,-15.164313,GO,40.5,40.5,81,2613.7608675,2613.7608675,5227.521735,3,0.484097,0.495063,499.216617,10,1991,Rubiataba
5219001,-50.315867,-16.200663,GO,22.0,22.0,44,1253.853063,1253.853063,2507.706126,3,0.415818,0.435783,177.033717,10,1991,Sanclerlândia
5219100,-49.689783,-16.577476,GO,21.0,21.0,42,676.992231,676.992231,1353.984462,3,0.423345,0.442762,211.843165,10,1991,Santa Bárbara de Goiás
5219209,-48.47669,-17.321553,GO,16.0,16.0,32,424.7477385,424.7477385,849.495477,3,0.390775,0.409206,36.156371,10,1991,Santa Cruz de Goiás
5219258,-51.109416,-15.770785,GO,11.5,11.5,23,375.16633,375.16633,750.33266,3,0.381511,0.398181,23.554822,10,1991,Santa Fé de Goiás
5219308,-50.598443,-17.812355,GO,80.5,80.5,161,3848.3188875,3848.3188875,7696.637775,3,0.498114,0.51069,2464.1582,10,1991,Santa Helena de Goiás
5219357,-49.428178,-15.302398,GO,16.5,16.5,33,538.841792,538.841792,1077.683584,3,0.475032,0.484929,114.4168,10,1991,Santa Isabel
5219407,-53.205147,-17.326351,GO,22.5,22.5,45,630.679385,630.679385,1261.35877,3,0.443194,0.460616,180.606726,10,1991,Santa Rita do Araguaia
5219506,-49.491579,-16.079891,GO,11.0,11.0,22,434.314412,434.314412,868.628824,3,0.417092,0.435375,39.392045,10,1991,Santa Rosa de Goiás
5219605,-49.014997,-13.712551,GO,20.0,20.0,40,628.5251065,628.5251065,1257.050213,3,0.419234,0.438753,39.731329,10,1991,Santa Tereza de Goiás
5219704,-49.706202,-14.433476,GO,55.0,55.0,110,3184.6153735,3184.6153735,6369.230747,3,0.490014,0.501373,1402.284744,10,1991,Santa Terezinha de Goiás
